ID_Pup,Beach,Day,Day_Actual,Date,Weight,Girth,Span,Length,Aggressiveness,LocalDensity,Sex,Death,Season,CI,ID_Mum,CI_Mum,Cause_of_death
C25,FWB,0,0,21-12-18,4.4,35,62,63.5,NA,NA,F,N,1819,6.09620516,F25,35.26453607,
C25,FWB,10,10,31-12-18,5.2,39,63,65,1,4,F,N,1819,6.76746264,F25,35.26453607,
C25,FWB,20,20,10-01-19,6.2,41,65,71,1,3,F,N,1819,6.368119477,F25,35.26453607,
C25,FWB,30,30,20-01-19,8.8,48,67,73,2,9,F,N,1819,8.389908094,F25,35.26453607,
C25,FWB,40,41,31-01-19,8.9,50,71,76,2,2,F,N,1819,7.616787611,F25,35.26453607,
C25,FWB,60,63,22-02-19,9.8,NA,NA,NA,2,NA,F,N,1819,NA,F25,35.26453607,
C26,FWB,0,0,21-12-18,6.1,42.5,67.5,66,NA,NA,M,Y,1819,7.620364784,F26,33.18701375,predation
C26,FWB,10,10,31-12-18,4.9,42,66.5,64,1,2,M,Y,1819,6.647690894,F26,33.18701375,predation
C3,FWB,0,0,11-12-18,4.3,38,60.5,59,NA,NA,F,Y,1819,7.255336159,F3,29.86890188,MIA
C3,FWB,10,10,21-12-18,5.4,42,58,62,1,16,F,Y,1819,7.976914163,F3,29.86890188,MIA
C3,FWB,20,20,31-12-18,5.5,40,63,66,3,4,F,Y,1819,6.870820707,F3,29.86890188,MIA
C5,FWB,0,0,14-12-18,5.1,42.5,60,65,NA,NA,M,N,1819,6.637319128,F5,29.93040457,
C5,FWB,10,10,24-12-18,5.6,43,62,67,1,11,M,N,1819,6.71931009,F5,29.93040457,
C5,FWB,20,20,03-01-19,7.9,44,67,73,1,13,M,N,1819,7.531849311,F5,29.93040457,
C5,FWB,30,30,13-01-19,8.2,46,66,75.5,1,0,M,N,1819,7.143008411,F5,29.93040457,
C5,FWB,40,40,23-01-19,9.4,50,70,80.5,2,0,M,N,1819,6.894965893,F5,29.93040457,
C5,FWB,60,57,09-02-19,10.8,49,76,77,1,NA,M,N,1819,8.924526605,F5,29.93040457,
C6,FWB,0,0,15-12-18,4.7,42.5,61,57.5,NA,NA,F,N,1819,8.497119349,F6,35.31675816,
C6,FWB,10,10,25-12-18,4.7,40,60,62.5,2,0,F,N,1819,6.794958398,F6,35.31675816,
C6,FWB,20,20,04-01-19,5.2,43,65,67,2,5,F,N,1819,6.239359369,F6,35.31675816,
C6,FWB,30,30,14-01-19,6,44.5,62,71,2,3,F,N,1819,6.162696268,F6,35.31675816,
C6,FWB,40,41,25-01-19,9.1,52,71,72,1,1,F,N,1819,9.002768902,F6,35.31675816,
C6,FWB,60,53,06-02-19,7.2,NA,NA,NA,1,NA,F,N,1819,NA,F6,35.31675816,
C7,FWB,0,0,17-12-18,5.4,42,60,63,NA,NA,M,N,1819,7.64196439,F7,33.9803933,
C7,FWB,10,9,26-12-18,6.1,43.5,64,63,1,12,M,N,1819,8.632589404,F7,33.9803933,
C7,FWB,20,20,06-01-19,8.2,47,67,73,1,3,M,N,1819,7.817868906,F7,33.9803933,
C7,FWB,30,30,16-01-19,7.5,46,69,73,1,2,M,N,1819,7.150489853,F7,33.9803933,
C7,FWB,40,41,27-01-19,9.9,51,74,76,1,5,M,N,1819,8.472606443,F7,33.9803933,
C7,FWB,60,61,16-02-19,11.4,65,79,84,1,NA,M,N,1819,7.46027897,F7,33.9803933,
C8,FWB,0,0,17-12-18,5.5,42.5,62,63.5,NA,NA,M,N,1819,7.62025645,F8,44.01417021,
C8,FWB,10,9,26-12-18,5.8,44,67,69,2,11,M,N,1819,6.431566368,F8,44.01417021,
C8,FWB,20,20,06-01-19,6.8,49.5,66,71,1,7,M,N,1819,6.984389104,F8,44.01417021,
C8,FWB,30,30,16-01-19,7.8,48,70,75,2,0,M,N,1819,6.916692182,F8,44.01417021,
C8,FWB,40,40,26-01-19,9.1,51,71,78,2,4,M,N,1819,7.264049871,F8,44.01417021,
C8,FWB,60,52,07-02-19,9.8,NA,NA,NA,2,NA,M,N,1819,NA,F8,44.01417021,
C9,FWB,0,0,17-12-18,4.5,40,59,63,NA,NA,M,N,1819,6.368303659,F9,37.16871883,
C9,FWB,10,9,26-12-18,4.4,38,58,61,1,8,M,N,1819,6.789326323,F9,37.16871883,
C9,FWB,20,20,06-01-19,4.9,39,62,67,2,6,M,N,1819,5.879396329,F9,37.16871883,
C9,FWB,30,30,16-01-19,6.9,43,60,68,2,0,M,N,1819,7.95675314,F9,37.16871883,
C9,FWB,40,40,26-01-19,8.8,46.5,70,75,2,4,M,N,1819,7.80344759,F9,37.16871883,
C9,FWB,60,51,06-02-19,8,NA,NA,NA,2,NA,M,N,1819,NA,F9,37.16871883,
H0,SSB,0,0,03-12-18,NA,NA,NA,NA,NA,NA,F,N,1819,NA,S1,45.0170849,
H0,SSB,10,10,13-12-18,4.8,44,58,59,3,1,F,N,1819,8.098979898,S1,45.0170849,
H0,SSB,20,21,24-12-18,7.1,47,64,72,3,14,F,N,1819,7.024138374,S1,45.0170849,
H0,SSB,30,30,02-01-19,6.7,43,68.5,71.5,2,12,F,N,1819,6.753415094,S1,45.0170849,
H0,SSB,40,40,12-01-19,8.6,50,70,75.5,3,18,F,N,1819,7.491447845,S1,45.0170849,
H0,SSB,50,49,21-01-19,8.3,50,69.5,68,3,3,F,N,1819,9.571166821,S1,45.0170849,
H1,SSB,0,0,09-12-18,5.4,44,58,62.5,NA,NA,M,N,1819,7.806973479,S8,38.23505041,
H1,SSB,10,10,19-12-18,6.8,44.5,59,66,2,12,F,N,1819,8.494832874,S8,38.23505041,
H1,SSB,20,20,29-12-18,7.8,51,65,72,3,2,F,N,1819,7.716659059,S8,38.23505041,
H1,SSB,30,30,08-01-19,7.2,47,66.5,69,2,6,F,N,1819,7.984013422,S8,38.23505041,
H1,SSB,40,43,21-01-19,9.5,50.5,68.5,71,2,3,F,N,1819,9.757602425,S8,38.23505041,
H10,SSB,0,0,11-12-18,5.6,46,66,65,NA,NA,M,N,1819,7.288036689,S11,37.86672267,
H10,SSB,10,10,21-12-18,7.5,46,62,70,1,15,M,N,1819,8.001963725,S11,37.86672267,
H10,SSB,20,21,01-01-19,7.5,48,69,71,2,4,M,N,1819,7.703370335,S11,37.86672267,
H10,SSB,30,31,11-01-19,8.6,50,70,71.5,1,2,M,N,1819,8.668562658,S11,37.86672267,
H10,SSB,40,40,20-01-19,9.5,52,79,80,2,1,M,N,1819,7.085693788,S11,37.86672267,
H10,SSB,60,60,09-02-19,11.8,NA,NA,NA,2,NA,M,N,1819,NA,S11,37.86672267,
H11,SSB,0,0,11-12-18,6.1,45,62,62.5,NA,NA,M,N,1819,8.818988559,S12,36.68992567,
H11,SSB,10,10,21-12-18,8.3,45,64,69.5,3,10,M,N,1819,9.02734413,S12,36.68992567,
H11,SSB,20,20,31-12-18,9,52,72,74,3,4,M,N,1819,8.273235272,S12,36.68992567,
H11,SSB,30,30,10-01-19,8.6,51,70,79,3,8,M,N,1819,6.634424585,S12,36.68992567,
H11,SSB,40,40,20-01-19,10.4,51.5,73,80.5,2,1,M,N,1819,7.628472903,S12,36.68992567,
H11,SSB,50,49,29-01-19,9.6,54,74,78,3,3,M,N,1819,7.663173491,S12,36.68992567,
H11,SSB,60,75,24-02-19,13.2,NA,NA,NA,2,NA,M,N,1819,NA,S12,36.68992567,
H12,SSB,0,0,12-12-18,5,41,56,61,NA,NA,M,N,1819,7.715143549,S13,36.05477778,
H12,SSB,10,10,22-12-18,4.2,37,61,63.5,1,15,M,N,1819,5.819104925,S13,36.05477778,
H12,SSB,20,20,01-01-19,5.1,40.5,63,62,1,8,M,N,1819,7.533752265,S13,36.05477778,
H12,SSB,30,30,11-01-19,7.4,44,65,71,1,4,M,N,1819,7.600658731,S13,36.05477778,
H12,SSB,40,39,20-01-19,6,45,61,75,1,21,M,N,1819,5.320532448,S13,36.05477778,
H12,SSB,50,49,30-01-19,8.6,50,69,75,1,4,M,N,1819,7.626096509,S13,36.05477778,
H12,SSB,60,54,04-02-19,9.4,52.5,64,75,1,NA,M,N,1819,8.335500835,S13,36.05477778,
H13,SSB,0,0,12-12-18,6.2,42,67,72,NA,NA,M,N,1819,6.133754637,S14,37.06880292,
H13,SSB,10,10,22-12-18,6.6,48,68,66,2,11,M,N,1819,8.244984849,S14,37.06880292,
H13,SSB,20,20,01-01-19,7.8,48,70,71,1,2,M,N,1819,8.011505149,S14,37.06880292,
H13,SSB,30,30,11-01-19,10.6,54,71,81.5,2,11,M,N,1819,7.522034623,S14,37.06880292,
H13,SSB,40,39,20-01-19,10,49,73.5,82,2,8,M,N,1819,6.980846165,S14,37.06880292,
H13,SSB,50,49,30-01-19,9.4,55,73.5,77.5,3,5,M,N,1819,7.634015724,S14,37.06880292,
H13,SSB,60,58,08-02-19,10.8,49,74,82.5,2,NA,M,N,1819,7.417434491,S14,37.06880292,
H14,SSB,0,0,13-12-18,6.8,44,64,67,NA,NA,M,N,1819,8.159162252,S15,34.62847217,
H14,SSB,10,10,23-12-18,7,46,65.5,69,2,16,M,N,1819,7.762235271,S15,34.62847217,
H14,SSB,20,21,03-01-19,10.6,54,74,78,1,3,M,N,1819,8.461420729,S15,34.62847217,
H14,SSB,30,30,12-01-19,11.3,52,75,79,2,0,M,N,1819,8.717325327,S15,34.62847217,
H14,SSB,40,41,23-01-19,12.3,57,78,87.5,2,0,M,N,1819,7.214802779,S15,34.62847217,
H14,SSB,60,56,07-02-19,16.3,62,83,87,1,NA,M,N,1819,9.709110332,S15,34.62847217,
H15,SSB,0,0,13-12-18,4.3,41,54,59,NA,NA,F,N,1819,7.255336159,S16,30.74747442,
H15,SSB,10,10,23-12-18,3.7,37,57,57,1,6,F,N,1819,6.847697966,S16,30.74747442,
H15,SSB,20,20,02-01-19,4.3,41,60,61,1,5,F,N,1819,6.635023452,S16,30.74747442,
H15,SSB,30,30,12-01-19,4.6,41,59,68,1,3,F,N,1819,5.304502094,S16,30.74747442,
H15,SSB,40,40,22-01-19,6.8,44,64,65,2,0,F,N,1819,8.849758837,S16,30.74747442,
H15,SSB,60,56,07-02-19,7.1,47.5,59,66,1,NA,F,N,1819,8.869604913,S16,30.74747442,
H16,SSB,0,0,14-12-18,4.2,41,56,59,NA,NA,F,N,1819,7.086607411,S17,32.82799332,
H16,SSB,10,10,24-12-18,5.3,38,60,61,1,16,F,N,1819,8.178052162,S17,32.82799332,
H16,SSB,20,20,03-01-19,6.5,42,60,66.5,2,7,F,N,1819,7.957410008,S17,32.82799332,
H16,SSB,30,30,13-01-19,7,45,61,67,2,6,F,N,1819,8.399137613,S17,32.82799332,
H16,SSB,40,40,23-01-19,7.3,43,64,70.5,2,5,F,N,1819,7.641365807,S17,32.82799332,
H16,SSB,60,64,16-02-19,8.5,49,71,76,1,NA,F,N,1819,7.274460078,S17,32.82799332,
H17,SSB,0,0,15-12-18,5.5,45,59,64,NA,NA,F,N,1819,7.461693861,S18,35.74592596,
H17,SSB,10,10,25-12-18,7.1,49,62,69,3,7,F,N,1819,7.873124347,S18,35.74592596,
H17,SSB,20,20,04-01-19,7.9,46,65,67,3,5,F,N,1819,9.479026734,S18,35.74592596,
H17,SSB,30,30,14-01-19,9.4,50,70,75,3,11,F,N,1819,8.335500835,S18,35.74592596,
H17,SSB,40,42,26-01-19,9.6,51,73,81,3,5,F,N,1819,6.925735721,S18,35.74592596,
H17,SSB,60,59,12-02-19,10.8,51,73,81,2,NA,F,N,1819,7.791452686,S18,35.74592596,
H18,SSB,0,0,16-12-18,5.6,44,60,64,NA,NA,M,N,1819,7.597361022,S19,41.46510299,
H18,SSB,10,10,26-12-18,7.7,49,69,71,2,13,M,N,1819,7.908793544,S19,41.46510299,
H18,SSB,20,20,05-01-19,7.6,45,67.5,75,1,3,M,N,1819,6.739341101,S19,41.46510299,
H18,SSB,30,30,15-01-19,8.1,48,67,75.5,3,2,M,N,1819,7.055898552,S19,41.46510299,
H18,SSB,40,39,24-01-19,11.2,54,73,81,2,1,M,N,1819,8.080025008,S19,41.46510299,
H18,SSB,60,59,13-02-19,10.8,49,74,82,2,NA,M,N,1819,7.539313858,S19,41.46510299,
H19,SSB,0,0,16-12-18,4.7,43,61,65,NA,NA,F,N,1819,6.116745078,S20,38.48876961,
H19,SSB,10,10,26-12-18,5.3,42,61,62,2,19,F,N,1819,7.829193531,S20,38.48876961,
H19,SSB,20,20,05-01-19,6.8,44,64,67,2,2,F,N,1819,8.159162252,S20,38.48876961,
H19,SSB,30,30,15-01-19,7.3,43,63,71,2,1,F,N,1819,7.497947126,S20,38.48876961,
H19,SSB,40,39,24-01-19,7.5,47,65,75,2,10,F,N,1819,6.65066556,S20,38.48876961,
H19,SSB,60,45,30-01-19,7.9,NA,NA,NA,2,NA,F,N,1819,NA,S20,38.48876961,
H2,SSB,0,0,06-12-18,5.1,46,66,61,NA,NA,F,N,1819,7.86944642,S5,37.92869487,
H2,SSB,10,10,16-12-18,6.2,43,62.5,64,1,12,F,N,1819,8.411363989,S5,37.92869487,
H2,SSB,20,20,26-12-18,6,42,67,65.5,2,13,F,N,1819,7.649825878,S5,37.92869487,
H2,SSB,30,30,05-01-19,7.9,50,70,76,2,5,F,N,1819,6.760968778,S5,37.92869487,
H2,SSB,40,44,19-01-19,9.5,52,75,81,3,0,F,N,1819,6.853592641,S5,37.92869487,
H2,SSB,50,50,25-01-19,10.5,52.5,73,80,3,8,F,N,1819,7.831556292,S5,37.92869487,
H2,SSB,60,59,03-02-19,10.3,52.5,74,77.5,2,NA,F,N,1819,8.364932123,S5,37.92869487,
H20,SSB,0,0,23-12-18,6.7,48.5,70,70.5,NA,NA,M,N,1819,7.013308344,S21,34.36521964,
H20,SSB,10,10,02-01-19,7.8,48,73,70,1,11,M,N,1819,8.322042274,S21,34.36521964,
H20,SSB,20,20,12-01-19,9.1,49,73,78,1,16,M,N,1819,7.264049871,S21,34.36521964,
H20,SSB,30,30,22-01-19,11.2,54.5,76,81.5,1,1,M,N,1819,7.947810168,S21,34.36521964,
H20,SSB,40,41,02-02-19,10.9,56,79,84,1,9,M,N,1819,7.133073752,S21,34.36521964,
H20,SSB,60,54,15-02-19,14.6,NA,NA,NA,1,NA,M,N,1819,NA,S21,34.36521964,
H21,SSB,0,0,24-12-18,4,42,57,58.5,NA,NA,F,Y,1819,6.904916793,S22,31.19844586,starvation
H21,SSB,10,10,03-01-19,4.6,41,60,60,1,9,F,Y,1819,7.419551265,S22,31.19844586,starvation
H21,SSB,20,20,13-01-19,4.5,40,58,59.5,1,10,F,Y,1819,7.422938242,S22,31.19844586,starvation
H21,SSB,30,29,22-01-19,5.3,39,58,63,1,9,F,Y,1819,7.500446531,S22,31.19844586,starvation
H21,SSB,40,40,02-02-19,4.1,41,57,55,1,0,F,Y,1819,8.350546169,S22,31.19844586,starvation
H22,SSB,0,0,25-12-18,6,46,66,66,NA,NA,F,N,1819,7.495440772,S23,33.94887492,
H22,SSB,10,10,04-01-19,6.8,50,66,67,1,10,F,N,1819,8.159162252,S23,33.94887492,
H22,SSB,20,20,14-01-19,7.3,47,69,74,1,2,F,N,1819,6.710513054,S23,33.94887492,
H22,SSB,30,29,23-01-19,8.5,48,74,73,1,11,F,N,1819,8.1038885,S23,33.94887492,
H22,SSB,40,40,03-02-19,9.4,50,75.5,82,2,1,F,N,1819,6.561995395,S23,33.94887492,
H22,SSB,60,48,11-02-19,11,NA,NA,NA,1,NA,F,N,1819,NA,S23,33.94887492,
H23,SSB,0,0,26-12-18,4.6,39,60,59,NA,NA,F,Y,1819,7.761522402,S24,31.21454734,starvation
H23,SSB,10,10,05-01-19,3.8,39,61,62,1,7,F,Y,1819,5.613384041,S24,31.21454734,starvation
H23,SSB,20,20,15-01-19,4.8,42,60,60.5,1,12,F,Y,1819,7.571786859,S24,31.21454734,starvation
H23,SSB,30,30,25-01-19,5,42.5,61,63,2,0,F,Y,1819,7.075892954,S24,31.21454734,starvation
H24,SSB,0,0,27-12-18,5.6,43,65,66.5,NA,NA,M,N,1819,6.855614776,S25,31.92439634,
H24,SSB,10,10,06-01-19,4.6,40,66,66,1,1,M,N,1819,5.746504592,S25,31.92439634,
H24,SSB,20,20,16-01-19,5.2,45,61.5,67,1,5,M,N,1819,6.239359369,S25,31.92439634,
H24,SSB,30,29,25-01-19,7.2,48,66,72,1,2,M,N,1819,7.123069901,S25,31.92439634,
H24,SSB,40,38,03-02-19,7.7,50,71,75,1,3,M,N,1819,6.828016642,S25,31.92439634,
H24,SSB,60,46,11-02-19,9.8,NA,NA,NA,1,NA,M,N,1819,NA,S25,31.92439634,
H3,SSB,0,0,05-12-18,4.9,41,56,64,NA,NA,F,N,1819,6.647690894,S2,40.37425797,
H3,SSB,10,10,15-12-18,5.2,44,60.5,62,1,3,F,N,1819,7.681472898,S2,40.37425797,
H3,SSB,20,20,25-12-18,5.7,44,62,62,1,9,F,N,1819,8.420076061,S2,40.37425797,
H3,SSB,30,29,03-01-19,5.2,41,65,66,1,4,F,N,1819,6.496048669,S2,40.37425797,
H3,SSB,40,39,13-01-19,6,45,64,70,1,15,F,N,1819,6.40157098,S2,40.37425797,
H3,SSB,50,50,24-01-19,6,44,62.5,68,2,8,F,N,1819,6.918915774,S2,40.37425797,
H3,SSB,60,63,06-02-19,8.2,49.5,71.5,76,2,NA,F,N,1819,7.017714428,S2,40.37425797,
H4,SSB,0,0,05-12-18,6.3,48.5,58,64,NA,NA,F,N,1819,8.54703115,S3,35.06331823,
H4,SSB,10,10,15-12-18,6.2,46.5,61,68.5,2,3,F,N,1819,7.010491202,S3,35.06331823,
H4,SSB,20,20,25-12-18,7.7,48,65,73.5,3,10,F,N,1819,7.208044874,S3,35.06331823,
H4,SSB,30,29,03-01-19,8.7,53,72,76,3,6,F,N,1819,7.445623844,S3,35.06331823,
H4,SSB,40,40,14-01-19,7,45.5,70,76.5,3,12,F,N,1819,5.886332712,S3,35.06331823,
H4,SSB,50,50,24-01-19,7.2,48,71.5,70.5,3,1,F,N,1819,7.536689563,S3,35.06331823,
H4,SSB,60,83,26-02-19,13.6,NA,NA,NA,2,NA,F,N,1819,NA,S3,35.06331823,
H5,SSB,0,0,06-12-18,6.1,47,63,64,NA,NA,F,N,1819,8.275696828,S4,41.07401339,
H5,SSB,10,10,16-12-18,6.4,45,66,66,1,13,F,N,1819,7.995136823,S4,41.07401339,
H5,SSB,20,20,26-12-18,7.6,48,67,68,2,10,F,N,1819,8.763959981,S4,41.07401339,
H5,SSB,30,31,06-01-19,9.5,50,69,76,2,5,F,N,1819,8.13027891,S4,41.07401339,
H5,SSB,40,39,14-01-19,9.8,51,72,74.5,3,4,F,N,1819,8.847451852,S4,41.07401339,
H6,SSB,0,0,07-12-18,6.2,49,61,65,NA,NA,M,N,1819,8.068897763,S6,35.4620965,
H6,SSB,10,10,17-12-18,7.4,46,62.5,67,2,13,M,N,1819,8.879088333,S6,35.4620965,
H6,SSB,20,20,27-12-18,7.5,47,68,73,3,10,M,N,1819,7.150489853,S6,35.4620965,
H6,SSB,30,30,06-01-19,7.3,41,71,73,3,1,M,N,1819,6.959810123,S6,35.4620965,
H6,SSB,40,40,16-01-19,10.8,54,72,77,2,0,M,N,1819,8.924526605,S6,35.4620965,
H6,SSB,50,50,26-01-19,13.3,57,81.5,83.3,2,4,M,N,1819,8.901134896,S6,35.4620965,
H6,SSB,60,58,03-02-19,12.2,57,78,86,3,NA,M,N,1819,7.495704244,S6,35.4620965,
H7,SSB,0,0,08-12-18,5.4,44,65,66,NA,NA,F,N,1819,6.745896694,S7,36.28562897,
H7,SSB,10,10,18-12-18,6.1,43,65.5,71,1,6,F,N,1819,6.265407873,S7,36.28562897,
H7,SSB,20,20,28-12-18,6.6,46,65,74,2,3,F,N,1819,6.067039199,S7,36.28562897,
H7,SSB,30,30,07-01-19,6.4,43,68,71,2,3,F,N,1819,6.573542686,S7,36.28562897,
H7,SSB,40,40,17-01-19,7.8,49,67,75,3,0,F,N,1819,6.916692182,S7,36.28562897,
H7,SSB,50,49,26-01-19,8.2,45,69.5,77,2,3,F,N,1819,6.776029459,S7,36.28562897,
H7,SSB,60,65,11-02-19,9.6,NA,NA,NA,2,NA,F,N,1819,NA,S7,36.28562897,
H8,SSB,0,0,09-12-18,7.2,48.5,69,72.5,NA,NA,F,N,1819,6.992128914,S9,33.72828303,
H8,SSB,10,10,19-12-18,8,48.5,70,72,2,15,M,N,1819,7.914522112,S9,33.72828303,
H8,SSB,20,20,29-12-18,10.1,54,75,75,3,4,M,N,1819,8.956229621,S9,33.72828303,
H8,SSB,30,30,08-01-19,11.2,50,74,77,2,16,M,N,1819,9.255064627,S9,33.72828303,
H8,SSB,40,41,19-01-19,12.2,56,75,81,2,2,M,N,1819,8.801455812,S9,33.72828303,
H8,SSB,50,49,27-01-19,14,59,83,82,2,6,M,N,1819,9.773184631,S9,33.72828303,
H8,SSB,60,72,19-02-19,16.8,60.5,84,92,1,NA,M,N,1819,8.614637561,S9,33.72828303,
H9,SSB,0,0,10-12-18,6.1,45,65,67,NA,NA,M,N,1819,7.319248491,S10,37.8017416,
H9,SSB,10,10,20-12-18,7.5,48,70,71,3,9,M,N,1819,7.703370335,S10,37.8017416,
H9,SSB,20,20,30-12-18,8.2,47,70,76.5,3,4,M,N,1819,6.895418319,S10,37.8017416,
H9,SSB,30,31,10-01-19,8.9,47.5,71,79,2,17,M,N,1819,6.865858001,S10,37.8017416,
H9,SSB,40,42,21-01-19,9.8,51,80,84,2,4,M,N,1819,6.413222273,S10,37.8017416,
H9,SSB,50,50,28-01-19,10.9,53,80,86,2,8,M,N,1819,6.69698166,S10,37.8017416,
H9,SSB,60,56,04-02-19,12.9,55,83.5,83.5,2,NA,M,N,1819,8.578103022,S10,37.8017416,
